a,b,c,w,r1,r2,V0,dcj,pcj,vcj,edet,e1,e2,e3,e4,e5,e6,e7,t0.1,t0.15,t0.25,t0.35,t0.5,t0.75,t1,t1.5,t2,t2.5,t3.5,t4.5
803.7462,51.8808,2.572925,0.538708,4.759159,2.287725,0.544662,8.852175,38.940390,0.397266,5.400708,0.757107,3.475960,3.948368,4.166672,4.307475,4.409853,4.488823,0.743087,0.747921,1.048665,1.233531,1.437607,1.723082,1.928698,2.184487,2.334385,2.447651,2.577537,2.645284
664.9369,47.992,2.380138,0.557558,4.510392,2.196216,0.544662,8.789080,39.946073,0.391211,5.334870,0.803217,3.598146,4.058255,4.259662,4.386854,4.478649,4.549184,0.761545,0.766361,1.076149,1.265579,1.478430,1.771410,1.980654,2.237223,2.385951,2.497200,2.621057,2.683813
891.9746,18.4564,1.228919,0.371063,4.644373,1.380077,0.544662,8.825951,37.097025,0.403418,5.371588,0.729533,3.506203,4.055597,4.263966,4.371498,4.441931,4.494894,0.730079,0.735168,1.031832,1.211948,1.411779,1.691341,1.896793,2.162173,2.324704,2.449730,2.599684,2.674041
966.7288,54.8015,2.46229,0.532601,5.102465,2.208629,0.544662,8.775556,37.281530,0.401074,5.353883,0.723666,3.446238,3.933296,4.148525,4.285124,4.384198,4.460649,0.718690,0.723759,1.020320,1.196475,1.398726,1.680658,1.887768,2.152424,2.309211,2.427383,2.564797,2.634939
972.9629,20.1811,2.461203,0.656552,4.867668,1.512467,0.544662,8.825365,37.445574,0.402051,5.196870,0.716258,3.542232,4.126504,4.358016,4.483360,4.566374,4.627632,0.717720,0.722710,1.017359,1.194362,1.394714,1.677705,1.887183,2.161174,2.329806,2.458806,2.616486,2.696033
1286.4359,110.6829,2.02416,0.498119,5.937403,2.447635,0.544662,8.826331,37.694081,0.401074,5.422955,0.767822,3.670780,4.126525,4.312040,4.430020,4.516321,4.583340,0.738307,0.743314,1.048551,1.233412,1.444491,1.739332,1.957430,2.235411,2.395500,2.513059,2.640586,2.701015
794.1194,23.2704,2.189773,0.524905,4.591914,1.653922,0.544662,8.790052,38.416122,0.397168,5.452941,0.760271,3.583644,4.122750,4.345135,4.474747,4.565430,4.634688,0.740004,0.744958,1.047438,1.230460,1.437542,1.724618,1.933907,2.200353,2.360458,2.482701,2.626745,2.699632
667.7779,15.9378,0.929144,0.224945,4.21206,1.366055,0.544662,8.767625,38.716710,0.395215,5.946970,0.796743,3.589501,4.084037,4.273013,4.373698,4.441756,4.494300,0.762593,0.767767,1.078468,1.265243,1.475521,1.762454,1.968435,2.224209,2.376508,2.492239,2.624502,2.689435
1542.9973,79.3513,2.244163,0.557241,5.956995,2.266211,0.544662,8.823043,36.217052,0.406641,5.246116,0.709764,3.549360,4.035610,4.230825,4.351257,4.437889,4.504436,0.708556,0.713745,1.009349,1.184122,1.386871,1.672542,1.887153,2.168586,2.335498,2.458640,2.599031,2.666140
987.6175,48.6183,1.919857,0.570364,5.114454,1.951076,0.544662,8.804788,37.726014,0.400293,5.149227,0.754948,3.636632,4.130503,4.312213,4.416330,4.489312,4.544942,0.734343,0.739373,1.041905,1.224166,1.432321,1.722317,1.936599,2.212524,2.376171,2.498536,2.635698,2.699507
624.0296,11.7402,1.909246,0.525047,4.130862,1.369384,0.544662,8.755477,39.688523,0.391113,5.293182,0.803156,3.593676,4.103634,4.317168,4.437476,4.518840,4.579886,0.762264,0.767239,1.077958,1.265345,1.478607,1.767688,1.973976,2.228293,2.379103,2.494068,2.627991,2.697007
1477.5008,120.8546,2.076153,0.467669,6.164596,2.544746,0.544662,8.807883,36.758648,0.404102,5.459431,0.736628,3.550984,4.000438,4.194053,4.320255,4.413427,4.486187,0.721847,0.726937,1.026563,1.205936,1.412164,1.700671,1.915048,2.189920,2.348806,2.465643,2.594935,2.657925
620.6128,41.334,2.502669,0.443222,4.334078,2.231843,0.544662,8.788462,40.267328,0.390039,5.993601,0.812696,3.602019,4.091054,4.328606,4.486467,4.603583,4.695394,0.767369,0.772277,1.084600,1.274098,1.488370,1.780515,1.987943,2.240704,2.388095,2.499162,2.626705,2.695822
920.8443,78.7678,2.850885,0.635522,5.277296,2.371452,0.544662,8.790430,38.836132,0.395508,5.389790,0.772502,3.656911,4.159563,4.376013,4.511114,4.607351,4.680378,0.739325,0.744173,1.049555,1.233728,1.444462,1.740445,1.956930,2.231124,2.390933,2.510174,2.645448,2.713508
894.2683,23.7427,1.16431,0.285581,4.699732,1.525965,0.544662,8.802869,36.981191,0.403125,5.739649,0.733750,3.508715,4.029890,4.226099,4.333191,4.407561,4.465592,0.730156,0.735256,1.032741,1.212931,1.413760,1.694374,1.900692,2.166440,2.327655,2.450758,2.595173,2.665382
615.6557,64.7695,2.372857,0.482928,4.51886,2.379473,0.544662,8.749207,40.069740,0.389355,5.675756,0.817768,3.624937,4.089539,4.304526,4.445489,4.549263,4.630085,0.765839,0.770741,1.084178,1.273447,1.489822,1.784209,1.993928,2.249601,2.397226,2.507284,2.630217,2.694513
1579.954,121.4104,2.469717,0.559692,6.201584,2.614711,0.544662,8.862999,36.784957,0.405762,5.252050,0.716501,3.485432,3.942610,4.145065,4.275620,4.370388,4.443269,0.715404,0.720441,1.015924,1.193783,1.395314,1.680718,1.892678,2.165118,2.323673,2.440775,2.572999,2.638788
1219.2409,91.7919,2.327179,0.534604,5.593215,2.477099,0.544662,8.897600,37.378570,0.404590,5.229518,0.721416,3.448717,3.899742,4.098559,4.226546,4.319762,4.391734,0.724505,0.729356,1.023257,1.205150,1.404307,1.687475,1.895667,2.160727,2.315750,2.431321,2.561403,2.626100
867.6439,20.4828,1.940134,0.624914,4.67845,1.485254,0.544662,8.829528,38.048064,0.399902,5.076382,0.745773,3.585969,4.137987,4.345577,4.453406,4.523469,4.574937,0.735007,0.739900,1.038762,1.221834,1.425731,1.711384,1.920994,2.191067,2.355226,2.480781,2.629541,2.702333
1429.9086,110.2929,1.983662,0.569055,6.009706,2.528447,0.544662,8.787873,36.116972,0.405957,4.818190,0.705904,3.386390,3.790032,3.954576,4.058332,4.133280,4.190805,0.707402,0.712613,1.006956,1.180209,1.381163,1.661483,1.869546,2.136034,2.290057,2.403320,2.527385,2.585643
1161.7266,53.9408,2.427179,0.572536,5.362924,2.082645,0.544662,8.850056,37.303606,0.403418,5.345969,0.726225,3.571709,4.087671,4.298510,4.426704,4.518153,4.588124,0.721442,0.726372,1.022391,1.202481,1.404719,1.691550,1.904544,2.181294,2.346799,2.470794,2.614349,2.684717
750.8613,31.6152,1.915873,0.46389,4.583523,1.731704,0.544662,8.803732,39.337592,0.394141,5.729042,0.807935,3.777334,4.322538,4.536818,4.661128,4.749016,4.816880,0.762298,0.767231,1.078788,1.268976,1.484387,1.780884,1.996705,2.270070,2.432929,2.556111,2.696353,2.764866
948.7369,32.2308,1.479516,0.303293,4.844379,1.753201,0.544662,8.841713,37.191301,0.403516,5.964118,0.732970,3.503870,4.007981,4.210150,4.331791,4.420810,4.491515,0.731528,0.736608,1.034171,1.215165,1.416118,1.697426,1.904177,2.169680,2.329428,2.450734,2.591286,2.660220
1096.1382,51.2013,2.892428,0.597353,5.264086,2.137409,0.544662,8.866165,37.827586,0.401855,5.490122,0.726947,3.562378,4.100494,4.335427,4.481439,4.585756,4.665341,0.723323,0.728131,1.023575,1.204832,1.406118,1.693799,1.906324,2.181252,2.346008,2.470143,2.616817,2.691764
696.8949,11.0124,2.26188,0.633038,4.26606,1.394507,0.544662,8.841238,39.571911,0.394434,5.032531,0.770983,3.495671,3.995911,4.207098,4.325925,4.405541,4.464493,0.752456,0.757250,1.060183,1.247198,1.452668,1.738034,1.941788,2.193885,2.343716,2.458457,2.593171,2.662715
801.0757,74.4032,2.097791,0.441864,4.995865,2.30969,0.544662,8.752696,38.574695,0.395312,5.705759,0.786900,3.625135,4.097161,4.302621,4.435744,4.534184,4.611341,0.748230,0.753305,1.062382,1.246637,1.460145,1.752154,1.964508,2.230471,2.384970,2.500176,2.628254,2.692471
857.7135,25.1355,2.271742,0.49673,4.690662,1.708162,0.544662,8.843940,38.331445,0.399316,5.608332,0.750794,3.571426,4.117245,4.348556,4.486900,4.585145,4.660778,0.738638,0.743571,1.043907,1.227344,1.431882,1.717696,1.926477,2.193283,2.354244,2.477285,2.623168,2.697707
705.1942,21.3988,1.402864,0.325099,4.370703,1.475091,0.544662,8.807427,39.346300,0.394141,6.084663,0.815866,3.781014,4.345470,4.565416,4.686901,4.770875,4.835910,0.770034,0.775048,1.088569,1.280049,1.495084,1.790320,2.004294,2.274502,2.436963,2.560788,2.703778,2.774282
1445.3676,45.3876,2.048507,0.445451,5.56955,1.919686,0.544662,8.859201,35.661279,0.409863,5.614970,0.682843,3.496581,4.038914,4.258260,4.391150,4.487291,4.562227,0.700629,0.705757,0.994502,1.167950,1.364077,1.642903,1.853291,2.133654,2.305597,2.434411,2.588469,2.664312
1017.4752,71.5956,2.274164,0.611911,5.340074,2.226048,0.544662,8.811111,38.170949,0.398828,5.177577,0.764559,3.646520,4.122039,4.308528,4.421265,4.501308,4.562204,0.737399,0.742334,1.046233,1.230151,1.439612,1.732833,1.948627,2.223811,2.384480,2.503767,2.635709,2.698207
662.8312,16.1046,2.207482,0.436966,4.250197,1.549363,0.544662,8.810525,39.936015,0.391992,5.971933,0.806612,3.666761,4.214936,4.459009,4.607570,4.713789,4.796120,0.766597,0.771460,1.081950,1.272693,1.485756,1.777921,1.987287,2.247558,2.402908,2.521792,2.661929,2.735873
1549.7332,119.3588,1.969643,0.576392,6.164211,2.530279,0.544662,8.882364,37.007994,0.405566,4.926923,0.731586,3.515169,3.925875,4.088796,4.190776,4.264278,4.320620,0.724637,0.729648,1.027540,1.208808,1.412284,1.699617,1.912449,2.183950,2.339951,2.454176,2.576789,2.633170
582.7886,51.1151,3.266665,0.634689,4.413092,2.34833,0.544662,8.752618,41.292423,0.384766,5.634413,0.826981,3.710109,4.228073,4.470504,4.624968,4.735348,4.819152,0.765491,0.770235,1.085640,1.274941,1.493045,1.795565,2.010276,2.272428,2.424091,2.538291,2.670058,2.740881
801.3327,116.9993,2.495096,0.650294,5.406034,2.569994,0.544662,8.713034,39.226247,0.391406,5.155103,0.805080,3.676711,4.121073,4.305876,4.421253,4.503353,4.565523,0.749588,0.754657,1.068607,1.252151,1.470610,1.769526,1.986231,2.254972,2.407631,2.519829,2.640950,2.700082
800.43,19.8803,0.96888,0.270834,4.508944,1.395379,0.544662,8.800387,37.731765,0.400098,5.698110,0.762651,3.595155,4.132976,4.330325,4.430815,4.496971,4.547361,0.745455,0.750512,1.053320,1.238048,1.442903,1.728091,1.936422,2.202643,2.363981,2.487501,2.631922,2.701890
648.1095,50.7598,2.517778,0.587371,4.545458,2.167591,0.544662,8.763792,40.346952,0.388867,5.441905,0.823003,3.712201,4.198116,4.405528,4.534508,4.626856,4.697434,0.765942,0.770839,1.085892,1.275285,1.493313,1.792097,2.006118,2.269731,2.422553,2.536699,2.663732,2.727690
1955.9469,131.7416,2.436927,0.629428,6.709115,2.568271,0.544662,8.839509,37.063279,0.404004,5.191580,0.747138,3.663959,4.122876,4.309423,4.425782,4.508869,4.572002,0.723250,0.728263,1.030343,1.211610,1.420657,1.716395,1.937393,2.222285,2.385898,2.504879,2.635477,2.697319
1200.548,60.3107,2.77901,0.577878,5.500201,2.222599,0.544662,8.755548,36.459409,0.403613,5.408598,0.702540,3.478400,4.001567,4.230952,4.374994,4.478528,4.557815,0.702382,0.707573,1.001714,1.172677,1.374016,1.656478,1.867213,2.142604,2.307744,2.431400,2.578589,2.653926
852.3919,21.496,1.93039,0.504413,4.632692,1.565143,0.544662,8.856633,38.264776,0.400000,5.374808,0.751580,3.568977,4.108745,4.324663,4.446236,4.529923,4.593576,0.740990,0.745923,1.046095,1.230422,1.434469,1.719286,1.927248,2.192988,2.353722,2.476761,2.621900,2.694377
1480.6506,100.5114,2.243533,0.574665,6.022119,2.473648,0.544662,8.787434,36.106537,0.405957,5.020275,0.704048,3.434545,3.876032,4.060504,4.176902,4.260870,4.325255,0.704972,0.710094,1.003499,1.177176,1.377972,1.660169,1.870596,2.142694,2.301628,2.418793,2.550510,2.614046
1133.9055,53.0657,2.679872,0.605317,5.360186,2.14563,0.544662,8.762239,36.619207,0.403223,5.232670,0.703817,3.460706,3.971009,4.188258,4.322126,4.417499,4.490149,0.704491,0.709611,1.003161,1.175227,1.375808,1.657642,1.867222,2.140057,2.303485,2.426067,2.570910,2.643940
901.5982,39.2681,1.025498,0.223056,4.862244,1.763053,0.544662,8.780770,37.282021,0.401270,6.126709,0.760880,3.618414,4.105597,4.278169,4.376114,4.447299,4.504309,0.739390,0.744611,1.049004,1.230954,1.438310,1.725677,1.937371,2.208988,2.370775,2.492295,2.627812,2.689977
1065.3992,32.5095,1.703982,0.439465,4.983812,1.747644,0.544662,8.945257,37.531088,0.405469,5.400269,0.726284,3.530100,4.043552,4.242568,4.357539,4.439043,4.502219,0.733804,0.738661,1.032979,1.217893,1.415999,1.698380,1.906422,2.175154,2.337735,2.461093,2.604004,2.672993
724.2432,46.1808,2.949538,0.603447,4.705271,2.091971,0.544662,8.790317,40.200591,0.390332,5.715109,0.810174,3.772817,4.320523,4.559047,4.706787,4.812106,4.892350,0.758600,0.763344,1.074870,1.264602,1.480340,1.781830,1.999947,2.273713,2.434581,2.555840,2.695388,2.767163
854.6777,25.827,1.867319,0.536689,4.68146,1.606845,0.544662,8.875522,38.740106,0.398730,5.343245,0.771425,3.676350,4.221694,4.428549,4.541505,4.618244,4.676220,0.750865,0.755697,1.059037,1.247872,1.455186,1.745699,1.958126,2.229912,2.393777,2.518505,2.662870,2.732648
1124.4014,103.9113,1.711247,0.351425,5.605608,2.462831,0.544662,8.819342,37.233963,0.402637,5.759103,0.747393,3.512013,3.942141,4.128490,4.252491,4.346084,4.420602,0.732861,0.737912,1.038528,1.220789,1.426216,1.712463,1.922803,2.188799,2.342449,2.456078,2.580057,2.640250
903.5549,29.7828,2.188021,0.416055,4.817475,1.77936,0.544662,8.795341,37.533964,0.400684,5.966892,0.738004,3.553859,4.109526,4.350567,4.499362,4.607511,4.692120,0.728889,0.733916,1.032586,1.212609,1.416708,1.700760,1.909885,2.179722,2.343135,2.467856,2.617058,2.694112
658.4071,19.1303,0.812353,0.25108,4.233613,1.325194,0.544662,8.800599,39.719399,0.392578,5.923648,0.843699,3.869814,4.438412,4.640215,4.736806,4.797098,4.841796,0.783121,0.788217,1.107446,1.301791,1.520373,1.819340,2.035193,2.306442,2.469590,2.593597,2.734732,2.801709
1521.4765,44.4462,1.27146,0.339387,5.643948,1.761727,0.544662,8.831027,35.143090,0.410937,5.609811,0.689700,3.589887,4.134771,4.323169,4.426041,4.498647,4.555559,0.701281,0.706532,0.997633,1.171120,1.369476,1.651390,1.865982,2.155238,2.333459,2.465895,2.621527,2.693072
896.9113,59.1008,2.816228,0.650776,5.049056,2.25664,0.544662,8.826890,38.753880,0.397070,5.226533,0.755279,3.564902,4.057042,4.268600,4.399382,4.492066,4.562186,0.735894,0.740738,1.042364,1.225359,1.431560,1.722254,1.934080,2.201869,2.358990,2.477002,2.611944,2.679847
740.6332,20.4098,2.775262,0.614522,4.470194,1.744019,0.544662,8.834267,39.558561,0.394336,5.376462,0.769594,3.563260,4.090020,4.321172,4.460548,4.558376,4.632449,0.746920,0.751699,1.054818,1.240608,1.447052,1.736531,1.944884,2.205691,2.360801,2.479271,2.618983,2.691748
1237.4811,62.29,2.340484,0.604524,5.519816,2.168752,0.544662,8.819554,36.765610,0.404395,5.099453,0.713125,3.506165,3.990678,4.184646,4.302117,4.385567,4.449114,0.713060,0.718092,1.012644,1.189219,1.390468,1.674678,1.886229,2.161172,2.324599,2.446341,2.585756,2.652904
656.0224,28.2058,1.706416,0.395877,4.330237,1.771741,0.544662,8.779017,39.678146,0.391895,5.726547,0.818158,3.677196,4.163987,4.363139,4.483818,4.571291,4.639844,0.770116,0.775116,1.089029,1.279534,1.495443,1.788616,1.998811,2.258466,2.411054,2.525709,2.653865,2.717300
996.82,110.7297,2.518445,0.615616,5.538386,2.555858,0.544662,8.850596,38.907414,0.397266,5.222347,0.776908,3.624420,4.078313,4.272390,4.395000,4.482894,4.549844,0.746721,0.751524,1.056736,1.244439,1.454143,1.749025,1.963754,2.232608,2.387127,2.501490,2.626842,2.688395
757.1614,22.6453,1.202964,0.296443,4.447918,1.52557,0.544662,8.835351,38.703748,0.397559,5.841950,0.788223,3.647097,4.162743,4.358437,4.466396,4.541640,4.600355,0.760184,0.765202,1.072964,1.261931,1.470577,1.759682,1.969119,2.232976,2.390940,2.511044,2.648114,2.714370
702.0493,68.0267,2.487809,0.619172,4.761249,2.333289,0.544662,8.788322,39.924497,0.391309,5.220138,0.804716,3.640157,4.097164,4.291147,4.412115,4.498480,4.564185,0.759188,0.764065,1.075377,1.263569,1.478028,1.773861,1.986172,2.247724,2.398477,2.510642,2.633958,2.695137
2046.6764,150.8448,2.464937,0.645695,6.922048,2.70147,0.544662,8.764699,36.422578,0.404004,5.008891,0.729980,3.542754,3.976806,4.158784,4.273347,4.355070,4.417016,0.710867,0.716097,1.016906,1.191400,1.399469,1.690003,1.906953,2.185678,2.344846,2.460500,2.588031,2.649351
902.9958,43.5123,2.190979,0.437011,4.931322,1.992335,0.544662,8.785014,37.765194,0.399512,5.823463,0.750738,3.579969,4.103725,4.329418,4.471405,4.575394,4.656762,0.733048,0.738045,1.039006,1.220553,1.427061,1.714050,1.924962,2.195193,2.356455,2.478407,2.620325,2.692333
926.3963,17.1241,1.253196,0.325787,4.650816,1.310685,0.544662,8.922643,37.729133,0.404102,5.790610,0.740243,3.591719,4.186238,4.419263,4.540253,4.619182,4.678422,0.741615,0.746516,1.043439,1.229703,1.428697,1.711569,1.919287,2.188452,2.354912,2.483612,2.639980,2.718820
1367.0336,84.359,2.4111,0.598953,5.742133,2.400361,0.544662,8.882114,36.854794,0.406055,5.050938,0.706549,3.444592,3.901187,4.093895,4.214642,4.301252,4.367379,0.714128,0.719127,1.012029,1.189535,1.388165,1.670441,1.879699,2.149343,2.308007,2.425921,2.559512,2.624671
967.3171,71.8211,2.239929,0.524495,5.231003,2.273966,0.544662,8.812291,38.100696,0.399121,5.395236,0.760312,3.593115,4.069184,4.269109,4.395005,4.486383,4.556990,0.737681,0.742659,1.045801,1.229085,1.437267,1.727335,1.940008,2.209937,2.367811,2.485644,2.617516,2.682230
727.111,24.8253,1.977991,0.612867,4.535257,1.619107,0.544662,8.692199,38.384314,0.393945,5.125361,0.776881,3.638211,4.163807,4.360878,4.467259,4.538608,4.591862,0.740214,0.745361,1.053400,1.233586,1.446813,1.737177,1.949225,2.219040,2.380007,2.502019,2.642697,2.710950
887.2032,43.7675,1.499064,0.422722,4.852305,1.904902,0.544662,8.860516,38.324661,0.399805,5.343734,0.771844,3.619515,4.088470,4.262643,4.364632,4.437968,4.495216,0.750656,0.755584,1.059651,1.247758,1.454937,1.744305,1.955529,2.222896,2.380631,2.498824,2.628941,2.689253
952.0484,48.7829,3.205988,0.647874,5.105432,2.178157,0.544662,8.781914,38.094820,0.398145,5.425121,0.732521,3.544773,4.084611,4.325273,4.474827,4.580877,4.661139,0.719570,0.724398,1.021572,1.199890,1.403330,1.692354,1.904758,2.177616,2.340230,2.462967,2.609299,2.685533
829.82,29.6522,2.406732,0.609128,4.677585,1.757841,0.544662,8.928503,39.896211,0.396191,5.425218,0.790342,3.732884,4.275956,4.492156,4.616427,4.702452,4.767407,0.761714,0.766397,1.072471,1.265674,1.474790,1.770564,1.985188,2.256908,2.419199,2.542321,2.683495,2.752664
1052.1829,105.4243,1.738954,0.344231,5.537169,2.474188,0.544662,8.801988,37.482048,0.401172,5.871764,0.757924,3.538090,3.972828,4.163266,4.290571,4.386842,4.463590,0.736808,0.741931,1.045415,1.227599,1.435490,1.723011,1.933801,2.199432,2.352649,2.465988,2.589692,2.650311
847.6259,29.6675,1.418448,0.280609,4.729867,1.641169,0.544662,8.741985,37.352037,0.399707,6.282293,0.759770,3.638509,4.187804,4.402486,4.526929,4.616510,4.687427,0.736220,0.741372,1.044962,1.226119,1.434356,1.721635,1.933540,2.207189,2.372532,2.498179,2.644881,2.716949
706.1668,16.5881,1.573643,0.376261,4.331598,1.455063,0.544662,8.764225,38.507591,0.395898,5.671234,0.776786,3.562670,4.085415,4.300698,4.423711,4.509434,4.575615,0.750710,0.755805,1.062292,1.246429,1.455444,1.740763,1.946912,2.205694,2.360735,2.479384,2.618568,2.689488
1616.5205,60.3052,1.883491,0.479512,5.901026,2.048206,0.544662,8.754282,34.863438,0.409766,5.296292,0.680421,3.494035,3.998593,4.191340,4.306879,4.390156,4.454778,0.689502,0.694994,0.986805,1.153436,1.353819,1.633125,1.845524,2.129698,2.301899,2.428964,2.577592,2.647997
793.8633,16.2495,1.688942,0.480633,4.527113,1.335313,0.544662,8.750084,37.688139,0.398633,5.442242,0.751984,3.600709,4.192667,4.427482,4.550850,4.631092,4.690480,0.734426,0.739580,1.042041,1.221605,1.428843,1.713348,1.922347,2.192295,2.357784,2.485420,2.640677,2.719780
909.4194,23.1809,2.689132,0.646536,4.79157,1.677197,0.544662,8.849558,38.262523,0.399707,5.263491,0.733194,3.546247,4.100838,4.329835,4.461504,4.551886,4.619618,0.728230,0.733022,1.029135,1.210918,1.412189,1.698184,1.907813,2.177651,2.341115,2.465898,2.615479,2.691409
899.8121,63.8236,2.764291,0.582956,5.115027,2.249782,0.544662,8.802109,38.762471,0.396289,5.557849,0.770778,3.658468,4.178486,4.404874,4.546985,4.649072,4.727193,0.740073,0.744893,1.049004,1.233968,1.443470,1.737972,1.953455,2.227275,2.388297,2.509113,2.647803,2.718275
582.8113,10.4225,1.586279,0.559503,4.019685,1.251992,0.544662,8.726711,39.968610,0.388965,5.081916,0.823043,3.637944,4.140332,4.340632,4.445729,4.512773,4.561368,0.770780,0.775788,1.090680,1.279792,1.496778,1.788053,1.995158,2.248822,2.398798,2.512530,2.643470,2.709754
981.0408,66.9152,2.86189,0.65617,5.245305,2.323953,0.544662,8.800695,38.093181,0.398730,5.186496,0.738745,3.525969,4.016483,4.228502,4.360088,4.453381,4.523919,0.724890,0.729774,1.028553,1.208204,1.412595,1.701223,1.912835,2.182350,2.340671,2.459289,2.595797,2.664635
832.4046,34.4374,2.551604,0.477979,4.73066,2.014529,0.544662,8.791177,38.058415,0.398535,5.734958,0.740126,3.474262,3.992999,4.233155,4.387345,4.500120,4.587874,0.730613,0.735513,1.033437,1.214254,1.417220,1.700447,1.906586,2.167761,2.323522,2.442253,2.583233,2.658010
